Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
1553991_s_at	0.325281173	0.349204719	0.063561954	0.105313972	0.322606891	0.237198278	0.223574623	0.347313911	0.243946165	0.269838572	0.265497744	0.085914113	0.060984455	0.363189906	0.350153476	0.183387384	0.160452783	0.394399017	0.256539017	0.184072316	0.056779202	0.32171917	0.204230607	0.198959932	0.196514457	0.125481248	0.135013908	0.143314794	0.298405498	0.092588879	0.233114228	0.145277098	0.080665648	0.019495079	0.142334983	0.0706181	0.065330029	0.054830201	0.16478771	0.046309307	0.150857523	0.159787789	0.025852343	0.099265523	0.072216503	0.028327107	0.147571176	0.083688214	0.131936401	0.09354239	0.148884416	0.046639681	0.094178103	0.20599696	0.155146539	0.203525409	0.095131725	0.208122969	0.103084408	0.128382251	0.108502008	0.122907467	0.161451235	0.114890933	0.063883647	0.100219913	0.061629511	0.163117856	0.132259995	0.154485419
1554127_s_at	0.017433083	0.162784278	0.322162807	0.320833266	0.117131822	0.44184497	0.193730369	0.068377383	0.050586566	0.194773078	0.107864097	0.19931002	0.366642237	0.125803277	0.044985339	0.186818451	0.52902323	0.035414275	0.189920425	0.096085459	0.054179262	0.022798987	0.468783468	0.469454706	0.415867895	0.017433083	0.518418372	0.061629511	0.023703175	0.059369691	0.054830201	0.404693246	0.434553832	0.135500535	0.218140215	0.227225274	0.290066987	0.359281808	0.323496461	0.196514457	0.252691537	0.396541506	0.31686908	0.340301275	0.253842831	0.286362588	0.190265939	0.344494283	0.363681197	0.33022818	0.380260468	0.386476606	0.251925379	0.297145098	0.413603693	0.279442966	0.289653927	0.143641591	0.351580858	0.189920425	0.295052081	0.373137712	0.269046545	0.358310878	0.298826396	0.287594169	0.221032456	0.423332989	0.315555662	0.324387878
1554168_a_at	0.669291198	0.659881592	0.579654694	0.61766547	0.557178795	0.584845364	0.66452378	0.655356586	0.557178795	0.63693738	0.57558614	0.560936511	0.659881592	0.589086473	0.549834609	0.69536835	0.670909762	0.649493039	0.560936511	0.611631036	0.332041591	0.556248546	0.581716597	0.571588576	0.606926918	0.591237903	0.618894041	0.627710044	0.566686749	0.585898101	0.576596498	0.6046139	0.674193025	0.580683291	0.593410611	0.595605195	0.61766547	0.555321813	0.545354068	0.627710044	0.648055792	0.565718591	0.585898101	0.580683291	0.566686749	0.545354068	0.578630686	0.584845364	0.56283778	0.560936511	0.571588576	0.576596498	0.548931956	0.531533122	0.596710801	0.610445023	0.588018596	0.520827889	0.546243668	0.6583606	0.610445023	0.564754367	0.623884141	0.571588576	0.546243668	0.571588576	0.634256065	0.531533122	0.57558614	0.564754367
1554173_at	0.095131725	0.088457152	0.011570035	0.06709525	0.10212934	0.165791214	0.014747261	0.060984455	0	0.161784306	0.091953225	0.042991553	0.095767535	0.035584919	0.039477102	0.198610038	0.183729768	0	0.008655924	0.061951865	0.120658964	0.042658284	0.227225274	0.117772587	0.207059085	0.088457152	0.078277498	0.165456578	0.128704965	0.171163782	0.211325347	0.142334983	0.060338926	0.057103507	0.095449626	0.129350618	0.098947436	0.09640339	0.084006257	0.066132747	0.239064485	0.195469096	0.120658964	0.034561027	0.103084408	0.049930885	0.122586057	0.090999767	0.126447588	0.067736484	0.142008588	0.071257658	0.177930593	0.215261638	0.171163782	0.181336433	0.11169412	0.233854592	0.095131725	0.170153737	0.115530916	0.10212934	0.053853542	0.122907467	0.054830201	0.143968493	0.087821454	0.152175173	0.105951279	0.152175173
1554175_at	0.223574623	0.08750359	0.19931002	0.273418337	0.018936899	0.065169424	0.19616583	0.195121005	0.104995362	0.222847193	0.204583496	0.188540101	0.279847264	0.248491257	0.12130107	0.261193693	0.261583477	0.198959932	0.176572531	0.212396413	0.170826957	0.07157734	0.160785481	0.257698804	0.263928443	0.271028966	0.183387384	0.223210797	0.182019457	0.253458798	0.04960274	0.190611601	0.259637505	0.266284198	0.150199384	0.244701058	0.186474606	0.206350803	0.251160353	0.116171107	0.301359981	0.218140215	0.240187213	0.083052076	0.226859182	0.124837384	0.208122969	0.186130941	0.104358256	0.174878284	0.145604506	0.13290742	0.171163782	0.192689225	0.228691906	0.111374706	0.161451235	0.203525409	0.168808952	0.228691906	0.126769841	0.26786083	0.154815927	0.143314794	0.127092168	0.217779651	0.114890933	0.251160353	0.217419297	0.12162222
1554242_a_at	0.135825068	0.237571031	0.026562786	0.190957442	0.197212264	0.167131066	0.19234252	0.207413524	0.232005447	0.235338241	0.30732733	0.302207649	0.253075033	0.228691906	0.388047278	0.244323477	0.364665687	0.204230607	0.133231267	0.44246009	0.530693769	0.149212986	0.344962865	0.104676791	0.135825068	0.363681197	0.265497744	0.079869814	0.087185718	0.022435825	0.069017969	0.09831132	0.443693936	0.072216503	0.124193802	0.083370157	0.140378043	0.243569121	0.083688214	0.102447666	0.223574623	0.233484283	0.0706181	0.142008588	0.155146539	0.157132745	0.182019457	0.157464191	0.214902759	0.140378043	0.100856289	0.140378043	0.263145596	0.107545197	0.239812732	0.142988086	0.090364128	0.03250128	0.200010717	0.174201623	0.145277098	0.107864097	0.114890933	0.022980344	0.19407776	0.263928443	0.129996583	0.29672572	0.196514457	0.040317051
1554519_at	0.08972849	0.206350803	0.1823612	0.145604506	0.084642276	0.043324534	0.208122969	0.138099298	0.103721268	0.20918864	0.158127472	0.144622594	0.172006488	0.215980023	0.193036094	0.103402823	0.150857523	0.128059626	0.240187213	0.173525542	0.091317587	0.10053809	0.075727694	0.029727362	0.144949794	0.201414362	0.035584919	0.259249181	0.208478004	0.211325347	0.204936579	0.209900066	0.154815927	0.438178778	0.152175173	0.174878284	0.113931358	0.072855413	0.062918246	0.119696289	0.244701058	0.179291084	0.126447588	0.113291897	0.1823612	0.009713167	0.097039305	0.065811731	0.142988086	0.095449626	0.20918864	0.120338008	0.155146539	0.197561443	0.178270489	0.139726505	0.081779502	0.172175109	0.136799201	0.09354239	0.045978688	0.107226342	0.089410663	0.175216839	0.13842456	0.099265523	0.13614969	0.117131822	0.172512501	0.140703961
1554716_s_at	0.148884416	0.152175173	0.06709525	0.062274102	0.131289467	0.031464972	0.088774994	0.11169412	0.067896724	0.11457102	0.124515556	0.047134772	0.030945033	0.086232029	0.060338926	0.032673508	0.127092168	0.031810742	0.115850985	0.084960259	0.099583633	0.141029969	0.191995993	0.120338008	0.19616583	0.047958829	0.015521904	0.10212934	0.16478771	0.205289841	0.038972192	0.096721336	0.090046309	0.170826957	0.080824792	0.072855413	0.038297705	0.099265523	0.04199088	0.063240156	0.17049028	0.087185718	0.049930885	0.038635124	0.026739877	0.160452783	0.071896955	0.104995362	0.017999241	0.13290742	0.095449626	0.013571184	0.091953225	0.101174511	0.169817328	0.070298225	0.059046358	0.129673555	0.096721336	0.04960274	0.095767535	0.038635124	0.018562824	0.087185718	0.113291897	0.040652443	0.092588879	0.143641591	0.043823451	0.039981335
1554758_a_at	0.118093051	0.13777414	0.069338143	0.064848132	0.158459276	0.039308909	0.187850937	0.105951279	0.123550497	0.071257658	0.060984455	0.131936401	0.069338143	0.061307043	0.143968493	0.214544088	0.078277498	0.059692897	0.104358256	0.124515556	0.021157566	0.037959926	0.065169424	0.173525542	0.104995362	0.092906706	0.118413582	0.078277498	0.056130152	0.069017969	0.03387627	0.182019457	0.111374706	0.187850937	0.027270475	0.124193802	0.062918246	0.077002943	0.084960259	0.125803277	0.033704743	0.086232029	0.086867832	0.056616977	0.101970188	0.198260322	0.07157734	0.077958919	0.066453665	0.118093051	0.053201593	0.062918246	0.010752764	0.039981335	0.044985339	0.112972245	0.090046309	0.13614969	0.014941476	0.046309307	0.03181091	0.120017119	0.039308909	0.029028418	0.058399294	0.078596033	0.008227483	0.105632611	0.129673555	0.044653714
1554892_a_at	0.297984988	0.424496353	0.666098535	0.669291198	0.274217367	0.715452552	0.53406775	0.373137712	0.595605195	0.287594169	0.474879593	0.634256065	0.656852365	0.50822109	0.31034103	0.60576725	0.688003063	0.356859028	0.417005688	0.218861982	0.358310878	0.355412513	0.590159535	0.749232173	0.713320613	0.269838572	0.569615483	0.45119974	0.315993041	0.326176345	0.261193693	0.689813197	0.766838014	0.149212986	0.579654694	0.625151277	0.623884141	0.661415577	0.650941491	0.611631036	0.584845364	0.703090906	0.63030231	0.649493039	0.634256065	0.648055792	0.59782213	0.686212778	0.719810903	0.677540541	0.675858557	0.682689607	0.677540541	0.61766547	0.709145784	0.675858557	0.649493039	0.642414987	0.6452142	0.559050262	0.684441805	0.667687595	0.650941491	0.6583606	0.652401388	0.646629572	0.603466809	0.724303663	0.662962854	0.675858557
1555120_at	0.227958128	0.300936729	0.077958919	0.137449071	0.274617374	0.258085966	0.267466217	0.292968482	0.254227161	0.31686908	0.036605109	0.09640339	0.102766022	0.166460872	0.312940627	0.047958829	0.304333776	0.147899315	0.064205244	0.156139106	0.128704965	0.074132524	0.175555542	0.223210797	0.038635124	0.381289214	0.003618002	0.128704965	0.04729972	0.260415018	0.171163782	0.072855413	0.394399017	0.063079201	0.13290742	0.201414362	0.152834669	0.10977833	0.048617043	0.238317266	0.043657146	0.16245082	0.166125968	0.138099298	0.187162444	0.131289467	0.129673555	0.202469036	0.223938674	0.043324534	0.061307043	0.112652645	0.134851739	0.030771544	0.208833218	0.220670179	0.061307043	0.020052126	0.024422679	0.260804206	0.161118299	0.084006257	0.186818451	0.086232029	0.109459184	0.156470194	0.147243127	0.117772587	0.138749897	0.102447666
1555162_at	0.086232029	0.086867832	0.101174511	0.131936401	0.076046571	0.123228952	0.125803277	0.097039305	0.037959926	0.087821454	0.156139106	0.15316458	0.083370157	0.042658284	0.080506489	0.116171107	0.004115804	0.08972849	0.08018817	0.164119378	0.090364128	0.061629511	0.179291084	0.142008588	0.173187718	0.112333089	0.042324729	0.086232029	0.011974826	0.005247981	0.030771544	0.039477102	0.021340791	0.097039305	0.030424032	0.032156345	0.094178103	0.102447666	0.094813839	0.131936401	0.017999241	0.060984455	0.028327107	0.052875359	0.156139106	0.05189557	0.062918246	0.185444087	0.056779202	0.056779202	0.026739877	0.114251167	0.026916968	0.077321641	0.040317051	0.057427667	0.013965082	0.064848132	0.041656729	0.070298225	0.039645292	0.026207916	0.053527653	0.086867832	0.00336229	0.04365724	0.04729972	0.080824792	0.006909242	0.05189557
1555579_s_at	0.048288047	0.037621785	0.446799666	0.129027754	0.092588879	0.087185718	0.026562786	0.025852343	0.281467825	0.124837384	0.063561954	0.065169424	0.050914105	0.029378179	0.092906706	0.120177567	0.222847193	0.019495647	0.226127699	0.014747261	0.05189557	0.130642861	0.046639681	0.00144547	0.107226342	0.040149193	0.027623326	0.135825068	0.022071755	0.076365411	0.191995993	0.025496051	0.353971273	0.074292094	0.075408757	0.113611601	0.195469096	0.131289467	0.03387627	0.173863515	0.045151025	0.104039744	0.101174511	0.064848132	0.101970188	0.030075975	0.240561962	0.154155046	0.230162248	0.095131725	0.01277735	0.160785481	0.144295484	0.08813931	0.119054809	0.126125395	0.151516125	0.009294214	0.01667323	0.167801812	0.120658964	0.03181091	0.26236394	0.112972245	0.050914105	0.181336433	0.034902748	0.037621785	0.195817381	0.14987047
1555613_a_at	0.233484283	0.241312221	0.174878284	0.27702421	0.336150825	0.161784306	0.168137386	0.216339529	0.200010717	0.328422576	0.288828939	0.258085966	0.148227572	0.393865407	0.426249057	0.125803277	0.285543293	0.290480375	0.337990314	0.415867895	0.13290742	0.354931504	0.181677863	0.227591589	0.203525409	0.408563316	0.17589438	0.353492022	0.312072396	0.518418372	0.374146968	0.010752764	0.20918864	0.341229349	0.320833266	0.272222221	0.277426511	0.207059085	0.11009752	0.34215951	0.315993041	0.112972245	0.310773253	0.289241254	0.250396401	0.195817381	0.287594169	0.239812732	0.277426511	0.294217527	0.283501238	0.152504861	0.232744396	0.189229935	0.27702421	0.226859182	0.265497744	0.163451567	0.227958128	0.31034103	0.321054637	0.128704965	0.323496461	0.239438489	0.225397125	0.257698804	0.337069541	0.289241254	0.287183285	0.239812732
1555636_at	0.018375173	0.094178103	0.043490887	0.030075975	0.044321824	0.073174775	0.024422679	0.149212986	0.084006257	0.011771204	0.090364128	0.086867832	0.034561027	0.006463277	0.040652338	0.100219913	0.156139106	0.173187718	0.004602287	0.03421887	0.082733966	0.009714799	0.061629511	0.135176092	0.07157734	0.170826957	0.19616583	0.061307043	0.06709525	0.068056971	0.011366381	0.079869814	0.03181091	0.208833218	0.029028418	0.078914531	0.066453665	0.057751682	0.054830201	0.073494084	0.050586499	0.129350618	0.006463277	0.095767535	0.05189557	0.048288047	0.064205244	0.032673508	0.077002943	0.034561027	0.111055344	0.066453665	0.046639681	0.023883253	0.024601959	0.051568605	0.01912334	0.015522444	0.035244044	0.011366381	0.015135692	0.083052076	0.042991553	0.053853542	0.013571184	0.050586566	0.003060987	0.137449071	0.036944382	0.044321824
1555656_at	0.278232098	0.197212264	0.281467825	0.309909254	0.200361356	0.24319233	0.252308309	0.255767286	0.182703108	0.256539017	0.184415013	0.092906706	0.24168773	0.198260322	0.159787789	0.262754619	0.210256085	0.259637505	0.175555542	0.283501238	0.250396401	0.220670179	0.251160353	0.218861982	0.291722775	0.202469036	0.234966964	0.199660271	0.27782914	0.221032456	0.202469036	0.122907467	0.248111039	0.349678814	0.160452783	0.175216839	0.196863279	0.19931002	0.145604506	0.241312221	0.151845589	0.181677863	0.174878284	0.262754619	0.236453533	0.286772758	0.173525542	0.245078892	0.227225274	0.1823612	0.190611601	0.246971995	0.162117496	0.234225139	0.173187718	0.150528401	0.222847193	0.232374802	0.27702421	0.285134196	0.122264713	0.208122969	0.152834669	0.201414362	0.163785398	0.172175109	0.218140215	0.144295484	0.237944022	0.173863515
1555689_at	0	0.11073602	0.091953225	0.152504861	0.059046358	0.035073396	0.074132524	0.021524014	0.108183034	0.006439173	0.010546379	0.085596174	0.138749897	0.036944382	0.047134653	0.176572531	0.10053809	0.015326869	0.094178103	0.03250128	0.03181091	0.060338926	0.109140083	0.114251167	0.174878284	0.025852343	0.035244044	0.046309307	0.049274385	0.072216503	0.08813931	0.067736484	0.040987518	0.32171917	0.130319685	0.056454752	0.061307043	0.092429966	0.063240156	0.112013578	0.003060987	0.136474401	0.150857523	0.088933915	0.020790122	0.045978688	0.017053856	0.042324729	0.167131066	0.03181091	0.01667323	0.018936899	0.058075555	0.069978267	0.005547612	0.075727694	0.088457152	0.093860239	0.049930885	0.012377227	0.071896955	0.013571184	0.068697713	0.057427667	0.142008588	0.074451663	0.13777414	0.045978688	0.068377383	0.112652645
1555710_at	0.008868281	0.043324534	0.07157734	0.058884624	0.139726505	0.044321824	0.115530916	0.079551421	0.010752764	0.030424032	0.015329069	0.024063332	0.006461308	0.01667323	0.148555934	0.01705339	0.145932034	0.062918246	0.012976326	0.095449626	0.066453665	0.026916968	0.03421887	0.029378179	0.007355207	0.024601959	0.066132747	0.002578191	0.145277098	0.033361465	0.008227483	0.048945822	0.020605888	0.013570523	0.042658284	0.033533219	0.095131725	0.028327107	0.009924251	0.062274102	0.104039744	0.008227483	0.117131822	0.144295484	0.007574401	0.015135692	0.095767535	0.052222349	0.097675279	0.137124091	0.039645292	0.084960259	0.022798987	0.03250128	0.092271052	0.023883253	0.091953225	0.026207916	0.068377383	0.037959926	0.021889489	0.004110144	0.070298225	0.005074949	0.054504812	0.018562824	0.118093051	0.082097687	0.130319685	0.022071755
1555711_x_at	0.062112983	0.04729972	0.157464191	0.034561027	0.253075033	0.198610038	0.04762939	0.045978688	0.195817381	0.139400885	0.126447588	0.099583633	0.088774994	0.132259995	0.123550497	0.261583477	0.204230607	0.107864097	0.079710618	0.235338241	0.105632611	0.125159279	0.115530916	0.200361356	0.148555934	0.222847193	0.076365411	0.132259995	0.186818451	0.09831132	0.130642861	0.066453665	0.195817381	0.235338241	0.082733966	0.09831132	0.147243127	0.138749897	0.176572531	0.103084408	0.177251264	0.230162248	0.133555189	0.153494626	0.200010717	0.021889489	0.146259651	0.17589438	0.201414362	0.112013578	0.122264713	0.09354239	0.113291897	0.097675279	0.166125968	0.104039744	0.055480491	0.044653714	0.162784278	0.054179262	0.081779502	0.070937917	0.141682282	0.127092168	0.150857523	0.145604506	0.227225274	0.20599696	0.088774994	0.149541676
1555729_a_at	0.240187213	0.271028966	0.260415018	0.233854592	0.335234135	0.250014812	0.26197356	0.230530426	0.17049028	0.289241254	0.209544256	0.245078892	0.29463461	0.321276009	0.201414362	0.270235062	0.258085966	0.221394971	0.105313972	0.193730369	0.316430837	0.223938674	0.266284198	0.280656874	0.266284198	0.249633521	0.26786083	0.260415018	0.32171917	0.317746878	0.220308095	0.281467825	0.291308284	0.34215951	0.303056896	0.190957442	0.198260322	0.271426409	0.288416982	0.182703108	0.140052229	0.279039025	0.212396413	0.303482115	0.178270489	0.279039025	0.245456979	0.158127472	0.160785481	0.184072316	0.266284198	0.231636345	0.227225274	0.290066987	0.179291084	0.179972246	0.195817381	0.300513893	0.269046545	0.154815927	0.254996657	0.266677886	0.225397125	0.208122969	0.24168773	0.219584614	0.261583477	0.217779651	0.229794323	0.242439508
1555745_a_at	0.413603693	0.733738124	0.855859518	0.791331649	0.186130941	0.81302315	0.558112741	0.634256065	0.703090906	0.233854592	0.60576725	0.823256075	0.920959234	0.680955589	0.571588576	0.803781211	0.864423931	0.425079554	0.623884141	0.260415018	0.53748697	0.284317017	0.841220796	0.841220796	0.757725418	0.169144943	0.536627829	0.817998946	0.385954529	0.601191044	0.56283778	0.61766547	0.69536835	0.313375384	0.834802151	0.791331649	0.808293462	0.795318604	0.81302315	0.795318604	0.828838408	0.773319185	0.780181646	0.780181646	0.733738124	0.650941491	0.817998946	0.776699185	0.684441805	0.752000928	0.743865192	0.783774734	0.817998946	0.738707006	0.81302315	0.823256075	0.787487805	0.791331649	0.763724506	0.81302315	0.81302315	0.795318604	0.81302315	0.791331649	0.773319185	0.728941858	0.834802151	0.885786176	0.682689607	0.746521235
1555746_at	0.065490626	0.136474401	0.082097687	0.19407776	0.015907578	0.175216839	0.113931358	0.090999767	0.107864097	0.075089775	0.12773706	0.148555934	0.073813334	0.090681948	0.069017969	0.171837851	0.046143997	0.163117856	0.018187525	0.154155046	0.125803277	0.035584919	0.075408757	0.09640339	0.149541676	0.218140215	0.150528401	0.14987047	0.20599696	0.026207916	0.161118299	0.142661497	0.179972246	0.082733966	0.094178103	0.089410663	0.056454752	0.024781236	0.112013578	0.021157235	0.150528401	0.081779502	0.142008588	0.19616583	0.134851739	0.135825068	0.058075555	0.040317051	0.150857523	0.037621785	0.101811036	0.068056971	0.105632611	0.078596033	0.140052229	0.109140083	0.127414584	0.142008588	0.084960259	0.153824776	0.063561954	0.086549938	0.057103507	0.075089775	0.098947436	0.117131822	0.067736484	0.063240156	0.055805396	0.052875359
1555748_x_at	0.142661497	0.178270489	0.08972849	0.133555189	0.034561027	0.148555934	0.166460872	0.143314794	0.041656628	0.123228952	0.140378043	0.216339529	0.090681948	0.181336433	0.061629511	0.229059145	0.188540101	0.185787424	0.102447666	0.12162222	0.101492763	0.135176092	0.247351408	0.090364128	0.122586057	0.083370157	0.120658964	0.140378043	0.27063185	0.080824792	0.066774502	0.150528401	0.184072316	0.209544256	0.069338143	0.083052076	0.185444087	0.11009752	0.151845589	0.104676791	0.115530916	0.04960274	0.097993284	0.150857523	0.068377383	0.137124091	0.119054809	0.155146539	0.064526737	0.101811036	0.214185625	0.060015973	0.09862937	0.08018817	0.077640302	0.205643311	0.158459276	0.115210898	0.142988086	0.077321641	0.092588879	0.056130152	0.059692897	0.04132228	0.07157734	0.084006257	0.104676791	0.133231267	0.04762939	0.125481248
1555779_a_at	0.405794591	0.457595199	0.357826322	0.324387878	0.568635166	0.312940627	0.48889792	0.439396203	0.31686908	0.422752827	0.41871956	0.413603693	0.344494283	0.440618247	0.460190982	0.339838058	0.317746878	0.504399061	0.481804162	0.422752827	0.35445109	0.458242089	0.348258197	0.313375384	0.309477896	0.360255152	0.300513893	0.555321813	0.418147296	0.31994921	0.600062191	0.34262538	0.349678814	0.521636009	0.374146968	0.377191186	0.33022818	0.321276009	0.359768182	0.343091816	0.352057785	0.352057785	0.337990314	0.332951248	0.416436315	0.400322199	0.353013366	0.338913143	0.242815793	0.331133902	0.349678814	0.310773253	0.415300429	0.366642237	0.246971995	0.311638922	0.376173705	0.344494283	0.366642237	0.388572335	0.353971273	0.363681197	0.347313911	0.353013366	0.359281808	0.332496166	0.431563646	0.325281173	0.350628704	0.29672572
1555800_at	0.010546379	0.002547221	0.022617331	0	0.004359045	0.002555168	0.003098096	0.006463277	0.067896724	0.083370157	0.027270475	0.364173144	0.017433083	0	0.04132228	0.066774502	0.043989666	0.064205244	0.044487767	0.048945822	0.021889489	0.052548945	0.108821027	0.031637941	0.101174511	0.082415842	0.029203299	0.003106578	0	0.00201183	0.088774994	0.016290653	0	0.073494084	0.188884929	0.078596033	0.011772431	0.004599074	0	0.056779202	0.019681141	0.050258826	0.005079131	0	0.029901668	0.018187525	0.030424032	0.021524014	0.011570035	0.009505347	0.105632611	0.021706752	0	0.023342185	0.049274385	0.095131725	0.017433083	0.006911922	0.068056971	0.016863544	0.05189557	0.007355207	0.062596224	0	0.011570035	0.047958829	0.006911922	0.002302894	0	0.006008726
1555801_s_at	0.022980344	0.044653714	0.105951279	0.038297705	0.037621785	0.09354239	0.161118299	0.094178103	0.064848132	0.069978267	0.082733966	0.408007801	0.051241454	0.099901766	0.049766812	0.042491507	0.139726505	0.050750338	0.018562824	0.042324729	0.115530916	0.030597787	0.053527653	0.052222349	0.049930885	0.051241454	0.015521904	0.011772431	0.140703961	0.105951279	0.052222349	0.027270256	0.052548945	0.091635406	0.26825574	0.082097687	0.041656729	0.053201593	0.115530916	0.075408757	0.12130107	0.10977833	0.105313972	0.049930885	0.146915197	0.105951279	0.055805396	0.078914531	0.050586566	0.061951865	0.091953225	0.099901766	0.108183034	0.050586499	0.050258826	0.106588736	0.091317587	0.112013578	0.173525542	0.058399294	0.034561027	0.054179262	0.035584919	0.095131725	0.061307043	0.007792095	0.075408757	0.053853542	0.096721336	0.075727694
1555833_a_at	0.404693246	0.440006644	0.39707914	0.5192191	0.391209155	0.31034103	0.466113538	0.433354467	0.344494283	0.382320851	0.401409864	0.411354393	0.377700984	0.432159483	0.377700984	0.27702421	0.374652624	0.481104255	0.5507406	0.451833397	0.357342392	0.518418372	0.421018332	0.364665687	0.423914164	0.456305504	0.470801681	0.34215951	0.438178778	0.534918249	0.344962865	0.443693936	0.398156852	0.422173679	0.440006644	0.312072396	0.347785771	0.316430837	0.392269313	0.306041926	0.373641998	0.332496166	0.325281173	0.360255152	0.321276009	0.347313911	0.313810587	0.321276009	0.329776049	0.347785771	0.404693246	0.39707914	0.305614293	0.373641998	0.327522635	0.378722638	0.376682103	0.488180608	0.33660993	0.254996657	0.29463461	0.359281808	0.263145596	0.339838058	0.351580858	0.344494283	0.416436315	0.408007801	0.367634356	0.344494283
1556105_at	0.191995993	0.050258826	0.179631591	0.187506616	0.180995151	0.196863279	0.165122077	0.158459276	0.112652645	0.180654034	0.176911816	0.107864097	0.120338008	0.187850937	0.199660271	0.11457102	0.039645292	0.234595925	0.192689225	0.176572531	0.185100898	0.153824776	0.105632611	0.160785481	0.140052229	0.215620726	0.170826957	0.176233381	0.260415018	0.27702421	0.131936401	0.104039744	0.129996583	0.156801403	0.073494084	0.076365411	0.106907524	0.156801403	0.090681948	0.068697713	0.033704743	0.108821027	0.04729972	0.170153737	0.198959932	0.0706181	0.148884416	0.112333089	0.117772587	0.073174775	0.101492763	0.076684199	0.063883647	0.170153737	0.186130941	0.142334983	0.097993284	0.17589438	0.083370157	0.130642861	0.052548945	0.156801403	0.13777414	0.067415908	0.062274102	0.069017969	0.140052229	0.190957442	0.101811036	0.057751682
1556281_at	0.248871744	0.248491257	0.204936579	0.233484283	0.293384433	0.252308309	0.069818258	0.196514457	0.157464191	0.263145596	0.187162444	0.1342033	0.236453533	0.249252498	0.104676791	0.124515556	0.230162248	0.218861982	0.26786083	0.245078892	0.139400885	0.19407776	0.223938674	0.246213958	0.285543293	0.275017709	0.269838572	0.166125968	0.274617374	0.074132524	0.203525409	0.115530916	0.283908963	0.203173101	0.125803277	0.200361356	0.150199384	0.217779651	0.230530426	0.19616583	0.253458798	0.250014812	0.221757695	0.235338241	0.253075033	0.249633521	0.20599696	0.212039188	0.235709757	0.230530426	0.228324905	0.219584614	0.198260322	0.27622062	0.21994625	0.189575091	0.205289841	0.411354393	0.143314794	0.185787424	0.224667445	0.203877911	0.16245082	0.162784278	0.242063493	0.198959932	0.181336433	0.271426409	0.250396401	0.163117856
1556297_a_at	0.061629511	0.086549938	0.159123287	0.133231267	0.199660271	0.055480491	0.17049028	0.088774994	0.032328814	0.095449626	0.038297705	0.101492763	0.117772587	0.081461295	0.059369691	0.065008774	0.168473095	0.010957746	0.116171107	0.140703961	0.058399294	0.069017969	0.126447588	0.064205244	0.138749897	0.179291084	0.092906706	0.116171107	0.115850985	0.028678065	0.020790122	0.051241454	0.135176092	0.101174511	0.101811036	0.085914113	0.054179262	0.062918246	0.118093051	0.093224548	0.100856289	0.138749897	0.031464972	0.125159279	0.090046309	0.144949794	0.089092828	0.05189557	0.083688214	0.141029969	0.162784278	0.103402823	0.06709525	0.133231267	0.088457152	0.09354239	0.039308909	0.038635124	0.063561954	0.019309781	0.059369691	0.101174511	0.016291155	0.107545197	0.048288047	0.137124091	0.07157734	0.066774502	0.083370157	0.029028418
